locationID,locationState,PostCode,City
2396,NSW,2550,NEW BUILDINGS
2397,NSW,2550,NUMBUGGA
2398,NSW,2550,PERICOE
2399,NSW,2550,QUAAMA
2400,NSW,2550,REEDY SWAMP
2401,NSW,2550,ROCKY HALL
2402,NSW,2550,SOUTH WOLUMLA
2403,NSW,2550,STONY CREEK
2404,NSW,2550,TANJA
2405,NSW,2550,TANTAWANGALO
2406,NSW,2550,TARRAGANDA
2407,NSW,2550,TATHRA
2408,NSW,2550,TOOTHDALE
2409,NSW,2550,TOWAMBA
2410,NSW,2550,VERONA
2411,NSW,2550,WALLAGOOT
2412,NSW,2550,WANDELLA
2413,NSW,2550,WAPENGO
2414,NSW,2550,YAMBULLA
2415,NSW,2550,YANKEES CREEK
2416,NSW,2550,YOWRIE
2417,NSW,2551,EDEN
2418,NSW,2551,EDROM
2419,NSW,2551,GREEN CAPE
2420,NSW,2551,KIAH
2421,NSW,2551,NADGEE
2422,NSW,2551,NARRABARBA
2423,NSW,2551,NULLICA
2424,NSW,2551,NUNGATTA
2425,NSW,2551,NUNGATTA SOUTH
2426,NSW,2551,TIMBILLICA
2427,NSW,2555,BADGERYS CREEK
2428,NSW,2557,CATHERINE FIELD
2429,NSW,2557,GLEDSWOOD HILLS
2430,NSW,2557,GREGORY HILLS
2431,NSW,2557,ROSSMORE
2432,NSW,2558,EAGLE VALE
2433,NSW,2558,ESCHOL PARK
2434,NSW,2558,KEARNS
2435,NSW,2559,CLAYMORE
2436,NSW,2560,AIRDS
2437,NSW,2560,AMBARVALE
2438,NSW,2560,APPIN
2439,NSW,2560,BLAIR ATHOL
2440,NSW,2560,CAMPBELLTOWN
2441,NSW,2560,CAMPBELLTOWN NORTH
2442,NSW,2560,CATARACT
2443,NSW,2560,ENGLORIE PARK
2444,NSW,2560,GILEAD
2445,NSW,2560,GLEN ALPINE
2446,NSW,2560,KENTLYN
2447,NSW,2560,LEUMEAH
2448,NSW,2560,MACARTHUR SQUARE
2449,NSW,2560,ROSEMEADOW
2450,NSW,2560,RUSE
2451,NSW,2560,ST HELENS PARK
2452,NSW,2560,WEDDERBURN
2453,NSW,2563,MENANGLE PARK
2454,NSW,2564,GLENQUARIE
2455,NSW,2564,LONG POINT
2456,NSW,2564,MACQUARIE FIELDS
2457,NSW,2565,BARDIA
2458,NSW,2565,DENHAM COURT
2459,NSW,2565,INGLEBURN
2460,NSW,2565,MACQUARIE LINKS
2461,NSW,2566,RABY
2462,NSW,2566,ST ANDREWS
2463,NSW,2566,VARROVILLE
2464,NSW,2567,HARRINGTON PARK
2465,NSW,2567,NARELLAN
2466,NSW,2567,NARELLAN VALE
2467,NSW,2567,SMEATON GRANGE
2468,NSW,2568,MENANGLE
2469,NSW,2569,DOUGLAS PARK
2470,NSW,2570,BELIMBLA PARK
2471,NSW,2570,BICKLEY VALE
2472,NSW,2570,CAMDEN
2473,NSW,2570,CAMDEN PARK
2474,NSW,2570,CAMDEN SOUTH
2475,NSW,2570,CAWDOR
2476,NSW,2570,COBBITTY
2477,NSW,2570,ELDERSLIE
2478,NSW,2570,ELLIS LANE
2479,NSW,2570,GLENMORE
2480,NSW,2570,GRASMERE
2481,NSW,2570,KIRKHAM
2482,NSW,2570,MOUNT HUNTER
2483,NSW,2570,NATTAI
2484,NSW,2570,OAKDALE
2485,NSW,2570,ORAN PARK
2486,NSW,2570,ORANGEVILLE
2487,NSW,2570,SPRING FARM
2488,NSW,2570,THE OAKS
2489,NSW,2570,THERESA PARK
2490,NSW,2570,WEROMBI
2491,NSW,2571,BALMORAL
2492,NSW,2571,MALDON
2493,NSW,2571,PICTON
2494,NSW,2571,RAZORBACK
2495,NSW,2572,LAKESLAND
2496,NSW,2572,THIRLMERE
2497,NSW,2573,TAHMOOR
2498,NSW,2574,AVON
2499,NSW,2574,BARGO
2500,NSW,2574,PHEASANTS NEST
2501,NSW,2574,YANDERRA
2502,NSW,2575,ALPINE
2503,NSW,2575,AYLMERTON
2504,NSW,2575,BALACLAVA
2505,NSW,2575,GOODMANS FORD
2506,NSW,2575,HIGH RANGE
2507,NSW,2575,HILL TOP
2508,NSW,2575,JOADJA
2509,NSW,2575,MANDEMAR
2510,NSW,2575,RENWICK
2511,NSW,2575,WATTLE RIDGE
2512,NSW,2575,WELBY
2513,NSW,2575,YERRINBOOL
2514,NSW,2576,EAST BOWRAL
2515,NSW,2576,EAST KANGALOON
2516,NSW,2576,GLENQUARRY
2517,NSW,2576,KANGALOON
2518,NSW,2577,AVOCA
2519,NSW,2577,BARREN GROUNDS
2520,NSW,2577,BARRENGARRY
2521,NSW,2577,BEAUMONT
2522,NSW,2577,BELANGLO
2523,NSW,2577,BERRIMA
2524,NSW,2577,CANYONLEIGH
2525,NSW,2577,CARRINGTON FALLS
2526,NSW,2577,FITZROY FALLS
2527,NSW,2577,KANGAROO VALLEY
2528,NSW,2577,KNIGHTS HILL
2529,NSW,2577,MACQUARIE PASS
2530,NSW,2577,MANCHESTER SQUARE
2531,NSW,2577,MEDWAY
2532,NSW,2577,MERYLA
2533,NSW,2577,NEW BERRIMA
2534,NSW,2577,PADDYS RIVER
2535,NSW,2577,RED ROCKS
2536,NSW,2577,ROBERTSON
2537,NSW,2577,SUTTON FOREST
2538,NSW,2577,UPPER KANGAROO RIVER
2539,NSW,2577,UPPER KANGAROO VALLEY
2540,NSW,2577,WERAI
2541,NSW,2577,WILDES MEADOW
2542,NSW,2579,BIG HILL
2543,NSW,2579,EXETER
2544,NSW,2579,MARULAN
2545,NSW,2579,PENROSE
2546,NSW,2579,TALLONG
2547,NSW,2580,BANNABY
2548,NSW,2580,BANNISTER
2549,NSW,2580,BAW BAW
2550,NSW,2580,BRISBANE GROVE
2551,NSW,2580,CARRICK
2552,NSW,2580,CHATSBURY
2553,NSW,2580,GOLSPIE
2554,NSW,2580,GOULBURN
2555,NSW,2580,GOULBURN NORTH
2556,NSW,2580,GREENWICH PARK
2557,NSW,2580,GUNDARY
2558,NSW,2580,JERRONG
2559,NSW,2580,KINGSDALE
2560,NSW,2580,LAKE BATHURST
2561,NSW,2580,LOWER BORO
2562,NSW,2580,MAYFIELD
2563,NSW,2580,MIDDLE ARM
2564,NSW,2580,PALING YARDS
2565,NSW,2580,PARKESBOURNE
2566,NSW,2580,POMEROY
2567,NSW,2580,QUIALIGO
2568,NSW,2580,RICHLANDS
2569,NSW,2580,ROSLYN
2570,NSW,2580,RUN-O-WATERS
2571,NSW,2580,STONEQUARRY
2572,NSW,2580,TARAGO
2573,NSW,2580,TARALGA
2574,NSW,2580,TARLO
2575,NSW,2580,TIRRANNAVILLE
2576,NSW,2580,TOWRANG
2577,NSW,2580,WAYO
2578,NSW,2580,WIARBOROUGH
2579,NSW,2580,YALBRAITH
2580,NSW,2580,YARRA
2581,NSW,2581,BELLMOUNT FOREST
2582,NSW,2581,BEVENDALE
2583,NSW,2581,BIALA
2584,NSW,2581,DALTON
2585,NSW,2581,GUNNING
2586,NSW,2581,LADE VALE
2587,NSW,2581,LAKE GEORGE
2588,NSW,2581,LERIDA
2589,NSW,2581,MERRILL
2590,NSW,2581,OOLONG
2591,NSW,2582,BANGO
2592,NSW,2582,BERREMANGRA
2593,NSW,2582,CAVAN
2594,NSW,2582,GOOD HOPE
2595,NSW,2582,JEIR
2596,NSW,2582,JERRAWA
2597,NSW,2582,KANGIARA
2598,NSW,2582,LAVERSTOCK
2599,NSW,2582,MANTON
2600,NSW,2582,MARCHMONT
2601,NSW,2582,NANIMA
2602,NSW,2582,NARRANGULLEN
2603,NSW,2582,WEE JASPER
2604,NSW,2582,YASS
2605,NSW,2582,YASS RIVER
2606,NSW,2583,BIGGA
2607,NSW,2583,BINDA
2608,NSW,2583,FULLERTON
2609,NSW,2583,GRABBEN GULLEN
2610,NSW,2583,LAGGAN
2611,NSW,2583,LIMERICK
2612,NSW,2583,LOST RIVER
2613,NSW,2583,NARRAWA
2614,NSW,2583,PEELWOOD
2615,NSW,2583,PEJAR
2616,NSW,2583,RUGBY
2617,NSW,2583,TUENA
2618,NSW,2583,WHEEO
2619,NSW,2584,BINALONG
2620,NSW,2585,GALONG
2621,NSW,2586,FROGMORE
2622,NSW,2586,GODFREYS CREEK
2623,NSW,2586,REIDS FLAT
2624,NSW,2586,RYE PARK
2625,NSW,2586,TAYLORS FLAT
2626,NSW,2587,BEGGAN BEGGAN
2627,NSW,2587,HARDEN
2628,NSW,2587,KINGSVALE
2629,NSW,2587,MCMAHONS REEF
2630,NSW,2587,NUBBA
2631,NSW,2588,WALLENDBEEN
2632,NSW,2590,BETHUNGRA
2633,NSW,2590,ILLABO
2634,NSW,2594,BARWANG
2635,NSW,2594,BERTHONG
2636,NSW,2594,KIKIAMAH
2637,NSW,2594,MAIMURU
2638,NSW,2594,MEMAGONG
2639,NSW,2594,MILVALE
2640,NSW,2594,THUDDUNGRA
2641,NSW,2594,TUBBUL
2642,NSW,2594,WEEDALLION
2643,NSW,2594,YOUNG
2644,ACT,2600,BARTON
2645,ACT,2600,CANBERRA
2646,ACT,2600,CAPITAL HILL
2647,ACT,2600,DEAKIN
2648,ACT,2600,DEAKIN WEST
2649,ACT,2600,HARMAN
2650,ACT,2600,HMAS HARMAN
2651,ACT,2600,PARKES
2652,ACT,2600,RUSSELL
2653,ACT,2600,YARRALUMLA
2654,ACT,2601,ACTON
2655,ACT,2601,CANBERRA
2656,ACT,2601,CITY
2657,ACT,2602,AINSLIE
2658,ACT,2602,DICKSON
2659,ACT,2602,DOWNER
2660,ACT,2602,HACKETT
2661,ACT,2602,LYNEHAM
2662,ACT,2602,O'CONNOR
2663,ACT,2602,WATSON
2664,ACT,2603,FORREST
2665,ACT,2603,GRIFFITH
2666,ACT,2603,MANUKA
2667,ACT,2603,RED HILL
2668,ACT,2604,CAUSEWAY
2669,ACT,2604,KINGSTON
2670,ACT,2604,NARRABUNDAH
2671,ACT,2605,GARRAN
2672,ACT,2605,HUGHES
2673,ACT,2606,CHIFLEY
2674,ACT,2606,LYONS
2675,ACT,2606,O'MALLEY
2676,ACT,2606,PHILLIP
2677,ACT,2607,FARRER
2678,ACT,2607,ISAACS
2679,ACT,2607,MAWSON
2680,ACT,2607,PEARCE
2681,ACT,2607,TORRENS
2682,ACT,2608,CIVIC SQUARE
2683,ACT,2609,CANBERRA AIRPORT
2684,ACT,2609,FYSHWICK
2685,ACT,2609,MAJURA
2686,ACT,2609,PIALLIGO
2687,ACT,2610,CANBERRA BC
2688,ACT,2610,CANBERRA MC
2689,NSW,2611,BIMBERI
2690,ACT,2611,CHAPMAN
2691,ACT,2611,DENMAN PROSPECT
2692,ACT,2611,DUFFY
2693,ACT,2611,FISHER
2694,ACT,2611,HOLDER
2695,ACT,2611,RIVETT
2696,ACT,2611,STIRLING
2697,NSW,2611,URIARRA
2698,ACT,2611,URIARRA VILLAGE
2699,ACT,2611,WARAMANGA
2700,ACT,2611,WESTON
2701,ACT,2611,WESTON CREEK
2702,ACT,2611,WHITLAM
2703,ACT,2612,CAMPBELL
2704,ACT,2612,REID
2705,ACT,2614,ARANDA
2706,ACT,2614,HAWKER
2707,ACT,2614,JAMISON CENTRE
2708,ACT,2614,MACQUARIE
2709,ACT,2614,PAGE
2710,ACT,2614,SCULLIN
2711,ACT,2614,WEETANGERA
2712,ACT,2615,CHARNWOOD
2713,ACT,2615,DUNLOP
2714,ACT,2615,FLOREY
2715,ACT,2615,FLYNN
2716,ACT,2615,FRASER
2717,ACT,2615,HIGGINS
2718,ACT,2615,HOLT
2719,ACT,2615,KIPPAX
2720,ACT,2615,LATHAM
2721,ACT,2615,MACGREGOR
2722,ACT,2615,MACNAMARA
2723,ACT,2615,MELBA
2724,ACT,2615,SPENCE
2725,ACT,2616,BELCONNEN
2726,ACT,2617,BELCONNEN
2727,ACT,2617,BELCONNEN DC
2728,ACT,2617,EVATT
2729,ACT,2617,GIRALANG
2730,ACT,2617,KALEEN
2731,ACT,2617,LAWSON
2732,ACT,2617,MCKELLAR
2733,ACT,2617,UNIVERSITY OF CANBERRA
2734,ACT,2618,HALL
2735,NSW,2618,SPRINGRANGE
2736,NSW,2618,WALLAROO
2737,NSW,2619,JERRABOMBERRA
2738,ACT,2620,BEARD
2739,NSW,2620,CARWOOLA
2740,NSW,2620,CLEAR RANGE
2741,NSW,2620,ENVIRONA
2742,NSW,2620,GOOGONG
2743,NSW,2620,GREENLEIGH
2744,NSW,2620,GUNDAROO
2745,ACT,2620,HUME
2746,NSW,2620,KARABAR
2747,ACT,2620,KOWEN
2748,NSW,2620,MICHELAGO
2749,ACT,2620,OAKS ESTATE
2750,ACT,2620,PADDYS RIVER
2751,NSW,2620,QUEANBEYAN
2752,NSW,2620,QUEANBEYAN DC
2753,NSW,2620,QUEANBEYAN EAST
2754,NSW,2620,QUEANBEYAN WEST
2755,NSW,2620,ROYALLA
2756,ACT,2620,THARWA
2757,NSW,2620,THE ANGLE
2758,NSW,2620,THE RIDGEWAY
2759,NSW,2620,TINDERRY
2760,NSW,2620,TRALEE
2761,NSW,2620,URILA
2762,NSW,2620,WAMBOIN
2763,NSW,2620,YARROW
2764,NSW,2621,ANEMBO
2765,NSW,2621,FORBES CREEK
2766,NSW,2621,HOSKINSTOWN
2767,NSW,2621,PRIMROSE VALLEY
2768,NSW,2621,ROSSI
2769,NSW,2622,ARALUEN
2770,NSW,2622,BACK CREEK
2771,NSW,2622,BALLALABA
2772,NSW,2622,BENDOURA
2773,NSW,2622,BERLANG
2774,NSW,2622,CHARLEYS FOREST
2775,NSW,2622,DURRAN DURRA
2776,NSW,2622,ENDRICK
2777,NSW,2622,FARRINGDON
2778,NSW,2622,HAROLDS CROSS
2779,NSW,2622,HEREFORD HALL
2780,NSW,2622,JEMBAICUMBENE
2781,NSW,2622,JERRABATTGULLA
2782,NSW,2622,JINDEN
2783,NSW,2622,JINGERA
2784,NSW,2622,KINDERVALE
2785,NSW,2622,KRAWARREE
2786,NSW,2622,LARBERT
2787,NSW,2622,MAJORS CREEK
2788,NSW,2622,MANAR
2789,NSW,2622,MARLOWE
2790,NSW,2622,MERRICUMBENE
2791,NSW,2622,NERINGLA
2792,NSW,2622,NERRIGA
2793,NSW,2622,NORTHANGERA
2794,NSW,2622,OALLEN
2795,NSW,2622,PALERANG
2796,NSW,2622,QUIERA
2797,NSW,2622,REIDSDALE
2798,NSW,2622,SASSAFRAS
2799,NSW,2622,SNOWBALL
2800,NSW,2622,ST GEORGE
2801,NSW,2622,TIANJARA
2802,NSW,2622,TOLWONG
2803,NSW,2622,TOMBOYE
2804,NSW,2622,TOUGA
2805,NSW,2622,WARRI
2806,NSW,2623,CAPTAINS FLAT
2807,NSW,2624,CHARLOTTE PASS
2808,NSW,2624,PERISHER VALLEY
2809,NSW,2624,SMIGGIN HOLES
2810,NSW,2625,THREDBO
2811,NSW,2627,EAST JINDABYNE
2812,NSW,2627,GROSSES PLAIN
2813,NSW,2627,INGEBIRAH
2814,NSW,2627,INGEEGOODBEE
2815,NSW,2627,JACOBS RIVER
2816,NSW,2627,JINDABYNE
2817,NSW,2627,KALKITE
2818,NSW,2627,KOSCIUSZKO
2819,NSW,2627,KOSCIUSZKO NATIONAL PARK
2820,NSW,2627,NGARIGO
2821,NSW,2627,PILOT WILDERNESS
2822,NSW,2628,AVONSIDE
2823,NSW,2628,BELOKA
2824,NSW,2628,BERRIDALE
2825,NSW,2628,DALGETY
2826,NSW,2628,EUCUMBENE
2827,NSW,2628,HILL TOP
2828,NSW,2628,JIMENBUEN
2829,NSW,2628,NIMMO
2830,NSW,2628,NUMBLA VALE
2831,NSW,2628,PAUPONG
2832,NSW,2628,ROCKY PLAIN
2833,NSW,2628,SNOWY PLAIN
2834,NSW,2629,ADAMINABY
2835,NSW,2629,ANGLERS REACH
2836,NSW,2629,CABRAMURRA
2837,NSW,2629,GOOANDRA
2838,NSW,2629,KIANDRA
2839,NSW,2629,LONG PLAIN
2840,NSW,2629,NUNGAR
2841,NSW,2629,OLD ADAMINABY
2842,NSW,2629,PROVIDENCE PORTAL
2843,NSW,2629,TANTANGARA
2844,NSW,2629,TOLBAR
2845,NSW,2629,YAOUK
2846,NSW,2630,ARABLE
2847,NSW,2630,BADJA
2848,NSW,2630,BILLILINGRA
2849,NSW,2630,BINJURA
2850,NSW,2630,CARLAMINDA
2851,NSW,2630,CHAKOLA
2852,NSW,2630,DAIRYMANS PLAINS
2853,NSW,2630,DANGELONG
2854,NSW,2630,DRY PLAIN
2855,NSW,2630,FRYING PAN
2856,NSW,2630,GLEN FERGUS
2857,NSW,2630,IRONMUNGY
2858,NSW,2630,JERANGLE
2859,NSW,2630,MAFFRA
2860,NSW,2630,MIDDLE FLAT
2861,NSW,2630,MIDDLINGBANK
2862,NSW,2630,NUMERALLA
2863,NSW,2630,PEAK VIEW
2864,NSW,2630,PINE VALLEY
2865,NSW,2630,POLO FLAT
2866,NSW,2630,RHINE FALLS
2867,NSW,2630,ROCK FLAT
2868,NSW,2630,ROSE VALLEY
2869,NSW,2630,SHANNONS FLAT
2870,NSW,2630,SPRINGFIELD
2871,NSW,2630,THE BROTHERS
2872,NSW,2630,WAMBROOK
2873,NSW,2631,ANDO
2874,NSW,2631,GLEN ALLEN
2875,NSW,2631,GREENLANDS
2876,NSW,2631,HOLTS FLAT
2877,NSW,2631,JINCUMBILLY
2878,NSW,2631,KYBEYAN
2879,NSW,2631,NIMMITABEL
2880,NSW,2631,STEEPLE FLAT
2881,NSW,2632,BIBBENLUKE
2882,NSW,2632,BONDI FOREST
2883,NSW,2632,CAMBALONG
2884,NSW,2632,CATHCART
2885,NSW,2632,GUNNINGRAH
2886,NSW,2632,LORDS HILL
2887,NSW,2632,MERRIANGAAH
2888,NSW,2632,MILA
2889,NSW,2632,MOUNT DARRAGH
2890,NSW,2632,PADDYS FLAT
2891,NSW,2632,PALARANG
2892,NSW,2632,QUIDONG
2893,NSW,2632,ROCKTON
2894,NSW,2632,ROSEMEATH
2895,NSW,2633,DELEGATE
2896,NSW,2633,TOMBONG
2897,NSW,2640,ALBURY
2898,NSW,2640,EAST ALBURY
2899,NSW,2640,ETTAMOGAH
2900,NSW,2640,GLENROY
2901,NSW,2640,NORTH ALBURY
2902,NSW,2640,OURNIE
2903,NSW,2640,SOUTH ALBURY
2904,NSW,2640,SPLITTERS CREEK
2905,NSW,2640,TABLE TOP
2906,NSW,2640,TALMALMO
2907,NSW,2640,THURGOONA
2908,NSW,2640,WEST ALBURY
2909,NSW,2641,HAMILTON VALLEY
2910,NSW,2641,LAVINGTON
2911,NSW,2641,LAVINGTON DC
2912,NSW,2641,SPRINGDALE HEIGHTS
2913,NSW,2642,BIDGEEMIA
2914,NSW,2642,GEEHI
2915,NSW,2642,GEROGERY
2916,NSW,2642,GLENELLEN
2917,NSW,2642,GREG GREG
2918,NSW,2642,INDI
2919,NSW,2642,JAGUMBA
2920,NSW,2642,JAGUNGAL WILDERNESS
2921,NSW,2642,JINDERA
2922,NSW,2642,JINGELLIC
2923,NSW,2642,KHANCOBAN
2924,NSW,2642,RAND
2925,NSW,2642,TOOMA
2926,NSW,2642,WALBUNDRIE
2927,NSW,2642,WELAREGANG
2928,NSW,2642,YERONG CREEK
2929,NSW,2643,HOWLONG
2930,NSW,2644,HOLBROOK
2931,NSW,2644,LANKEYS CREEK
2932,NSW,2644,LITTLE BILLABONG
2933,NSW,2644,WANTAGONG
2934,NSW,2644,YARARA
2935,NSW,2645,URANA
2936,NSW,2646,BALLDALE
2937,NSW,2646,DAYSDALE
2938,NSW,2646,GOOMBARGANA
2939,NSW,2646,HOPEFIELD
2940,NSW,2646,LOWESDALE
2941,NSW,2646,NYORA
2942,NSW,2646,OAKLANDS
2943,NSW,2646,REDLANDS
2944,NSW,2646,RENNIE
2945,NSW,2646,RINGWOOD
2946,NSW,2646,SANGER
2947,NSW,2646,SAVERNAKE
2948,NSW,2648,ANABRANCH NORTH
2949,NSW,2648,ANABRANCH SOUTH
2950,NSW,2648,ELLERSLIE
2951,NSW,2648,PAN BAN
2952,NSW,2648,PARA
2953,NSW,2648,PINE CAMP
2954,NSW,2648,POMONA
2955,NSW,2648,POONCARIE
2956,NSW,2648,RUFUS
2957,NSW,2648,SCOTIA
2958,NSW,2648,WENTWORTH
2959,NSW,2649,LAUREL HILL
2960,NSW,2649,NURENMERENMONG
2961,NSW,2650,ALFREDTOWN
2962,NSW,2650,ASHMONT
2963,NSW,2650,BELFRAYDEN
2964,NSW,2650,BIG SPRINGS
2965,NSW,2650,CARABOST
2966,NSW,2650,CARTWRIGHTS HILL
2967,NSW,2650,DHULURA
2968,NSW,2650,DOWNSIDE
2969,NSW,2650,EAST WAGGA WAGGA
2970,NSW,2650,ESTELLA
2971,NSW,2650,EUBERTA
2972,NSW,2650,EUNANOREENYA
2973,NSW,2650,GALORE
2974,NSW,2650,GELSTON PARK
2975,NSW,2650,GLENFIELD PARK
2976,NSW,2650,GOBBAGOMBALIN
2977,NSW,2650,GREGADOO
2978,NSW,2650,HAREFIELD
2979,NSW,2650,HILLGROVE
2980,NSW,2650,KOORINGAL
2981,NSW,2650,KYEAMBA
2982,NSW,2650,LAKE ALBERT
2983,NSW,2650,LLOYD
2984,NSW,2650,MAXWELL
2985,NSW,2650,NORTH WAGGA WAGGA
2986,NSW,2650,OBERNE CREEK
2987,NSW,2650,OURA
2988,NSW,2650,PULLETOP
2989,NSW,2650,ROWAN
2990,NSW,2650,SAN ISIDORE
2991,NSW,2650,SPRINGVALE
2992,NSW,2650,TATTON
2993,NSW,2650,THE GAP
2994,NSW,2650,TOLLAND
2995,NSW,2650,WAGGA WAGGA
2996,NSW,2650,WAGGA WAGGA BC
2997,NSW,2650,WALLACETOWN
2998,NSW,2650,WANTABADGERY
2999,NSW,2650,YARRAGUNDRY
3000,NSW,2650,YATHELLA
3001,NSW,2651,FOREST HILL
3002,NSW,2651,WAGGA WAGGA RAAF
3003,NSW,2652,GOOLGOWI
3004,NSW,2652,GRONG GRONG
3005,NSW,2652,GUMLY GUMLY
3006,NSW,2652,HUMULA
3007,NSW,2652,LADYSMITH
3008,NSW,2652,LANDERVALE
3009,NSW,2652,MANGOPLAH
3010,NSW,2652,MARRAR
3011,NSW,2652,MATONG
3012,NSW,2652,MERRIWAGGA
3013,NSW,2652,OLD JUNEE
3014,NSW,2652,ROSEWOOD
3015,NSW,2652,TABBITA
3016,NSW,2652,TARCUTTA
3017,NSW,2652,URANQUINTY
3018,NSW,2653,GLENROY
3019,NSW,2653,MANNUS
3020,NSW,2653,MARAGLE
3021,NSW,2653,PADDYS RIVER
3022,NSW,2653,TARADALE
3023,NSW,2653,WESTDALE
3024,NSW,2655,FRENCH PARK
3025,NSW,2655,THE ROCK
3026,NSW,2655,TOOTOOL
3027,NSW,2656,FARGUNYAH
3028,NSW,2656,LOCKHART
3029,NSW,2656,MILBRULONG
3030,NSW,2656,OSBORNE
3031,NSW,2656,URANGELINE
3032,NSW,2656,URANGELINE EAST
3033,NSW,2658,HENTY
3034,NSW,2658,PLEASANT HILLS
3035,NSW,2658,RYAN
3036,NSW,2659,ALMA PARK
3037,NSW,2659,WALLA WALLA
3038,NSW,2661,KAPOOKA
3039,NSW,2663,ERIN VALE
3040,NSW,2663,EURONGILLY
3041,NSW,2663,JUNEE
3042,NSW,2663,MARINNA
3043,NSW,2663,WANTIOOL
3044,NSW,2665,ARDLETHAN
3045,NSW,2665,ARIAH PARK
3046,NSW,2665,BARELLAN
3047,NSW,2665,BECKOM
3048,NSW,2665,BECTRIC
3049,NSW,2665,BINYA
3050,NSW,2665,KAMARAH
3051,NSW,2665,QUANDARY
3052,NSW,2665,TARA
3053,NSW,2665,WALLEROOBIE
3054,NSW,2666,DIRNASEER
3055,NSW,2666,GIDGINBUNG
3056,NSW,2666,GROGAN
3057,NSW,2666,JUNEE REEFS
3058,NSW,2666,MIMOSA
3059,NSW,2666,NARRABURRA
3060,NSW,2666,PUCAWAN
3061,NSW,2666,REEFTON
3062,NSW,2666,SEBASTOPOL
3063,NSW,2666,SPRINGDALE
3064,NSW,2666,TEMORA
3065,NSW,2666,TRUNGLEY HALL
3066,NSW,2668,BARMEDMAN
3067,NSW,2669,ERIGOLIA
3068,NSW,2669,GIRRAL
3069,NSW,2669,KIKOIRA
3070,NSW,2669,MELBERGEN
3071,NSW,2669,NARADHAN
3072,NSW,2669,RANKINS SPRINGS
3073,NSW,2669,TALLIMBA
3074,NSW,2669,TULLIBIGEAL
3075,NSW,2669,UNGARIE
3076,NSW,2669,WEETHALLE
3077,NSW,2671,ALLEENA
3078,NSW,2671,BACK CREEK
3079,NSW,2671,LAKE COWAL
3080,NSW,2671,NORTH YALGOGRIN
3081,NSW,2671,WEST WYALONG
3082,NSW,2672,LAKE CARGELLIGO
3083,NSW,2675,HILLSTON
3084,NSW,2675,LAKE BREWSTER
3085,NSW,2675,ROTO
3086,NSW,2675,WALLANTHERY
3087,NSW,2678,CHARLES STURT UNIVERSITY
3088,NSW,2678,RIVERINA MC
3089,NSW,2680,BEELBANGERA
3090,NSW,2680,BENEREMBAH
3091,NSW,2680,BILBUL
3092,NSW,2680,GRIFFITH
3093,NSW,2680,GRIFFITH DC
3094,NSW,2680,GRIFFITH EAST
3095,NSW,2680,HANWOOD
3096,NSW,2680,KOOBA
3097,NSW,2680,LAKE WYANGAN
3098,NSW,2680,NERICON
3099,NSW,2680,THARBOGANG
3100,NSW,2680,WARBURN
3101,NSW,2680,WARRAWIDGEE
3102,NSW,2680,WIDGELLI
3103,NSW,2680,YOOGALI
3104,NSW,2681,YENDA
3105,NSW,2700,EUROLEY
3106,NSW,2700,GILLENBAH
3107,NSW,2700,NARRANDERA
3108,NSW,2700,SANDIGO
3109,NSW,2701,BERRY JERRY
3110,NSW,2701,METHUL
3111,NSW,2701,RANNOCK
3112,NSW,2702,GANMAIN
3113,NSW,2703,YANCO
3114,NSW,2705,GOGELDRIE
3115,NSW,2705,LEETON
3116,NSW,2705,MERUNGLE HILL
3117,NSW,2705,STANBRIDGE
3118,NSW,2705,WHITTON
3119,NSW,2706,DARLINGTON POINT
3120,NSW,2707,ARGOON
3121,NSW,2710,BARRATTA
3122,NSW,2710,BIRGANBIGIL
3123,NSW,2710,CALDWELL
3124,NSW,2710,CALIMO
3125,NSW,2710,DENILIQUIN
3126,NSW,2710,DENILIQUIN NORTH
3127,NSW,2710,HARTWOOD
3128,NSW,2710,LINDIFFERON
3129,NSW,2710,MATHOURA
3130,NSW,2710,MAYRUNG
3131,NSW,2710,PRETTY PINE
3132,NSW,2710,STEAM PLAINS
3133,NSW,2710,WAKOOL
3134,NSW,2710,WANDOOK
3135,NSW,2710,WANGANELLA
3136,NSW,2710,WARRAGOON
3137,NSW,2711,CARRATHOOL
3138,NSW,2711,CLARE
3139,NSW,2711,GUNBAR
3140,NSW,2711,HAY
3141,NSW,2711,HAY SOUTH
3142,NSW,2711,KERI KERI
3143,NSW,2711,MAUDE
3144,NSW,2711,ONE TREE
3145,NSW,2711,OXLEY
3146,NSW,2711,WAUGORAH
3147,NSW,2711,YANGA
3148,NSW,2712,BERRIGAN
3149,NSW,2713,FINLEY
3150,NSW,2713,LOGIE BRAE
3151,NSW,2714,ARATULA
3152,NSW,2714,PINE LODGE
3153,NSW,2714,TOCUMWAL
3154,NSW,2715,ARUMPO
3155,NSW,2715,BALRANALD
3156,NSW,2715,HATFIELD
3157,NSW,2715,KYALITE
3158,NSW,2716,FOUR CORNERS
3159,NSW,2716,GALA VALE
3160,NSW,2716,JERILDERIE
3161,NSW,2716,MABINS WELL
3162,NSW,2716,MAIRJIMMY
3163,NSW,2717,DARETON
3164,NSW,2720,ARGALONG
3165,NSW,2720,GADARA
3166,NSW,2720,GILMORE
3167,NSW,2720,GOCUP
